	target	TO_8_S8	TO_4_S4	TO_3_S3	TO_7_S7	TO_2_S2	TO_6_S6	TO_5_S5	TO_1_S1	TO_9_S9
non-targeting_02396|non-targeting_00565++non-targeting_02396|non-targeting_00565	non-targeting	1952	1688	646	1870	3050	986	1630	946	1096
SUPV3L1_+_70940042.23-P1P2|SUPV3L1_+_70940020.23-P1P2++SUPV3L1_+_70940042.23-P1P2|SUPV3L1_+_70940020.23-P1P2	SUPV3L1	158	156	232	160	1122	112	122	348	102
WASF2_+_27816637.23-P1P2|WASF2_+_27816642.23-P1P2++WASF2_+_27816637.23-P1P2|WASF2_+_27816642.23-P1P2	WASF2	1088	1000	418	1334	2524	712	914	642	622
FAM89A_+_231175948.23-P1P2|FAM89A_+_231175983.23-P1P2++FAM89A_+_231175948.23-P1P2|FAM89A_+_231175983.23-P1P2	FAM89A	1858	1708	810	1794	3010	1436	1484	1054	1130
non-targeting_01825|non-targeting_01637++non-targeting_01825|non-targeting_01637	non-targeting	1554	1294	346	1346	2120	888	984	758	966
KIAA1671_-_25348693.23-ENST00000406486.4|KIAA1671_-_25348664.23-ENST00000406486.4++KIAA1671_-_25348693.23-ENST00000406486.4|KIAA1671_-_25348664.23-ENST00000406486.4	KIAA1671	2066	1832	838	1966	3518	1304	1742	1132	1292
HESX1_-_57233955.23-P1|HESX1_+_57233946.23-P1++HESX1_-_57233955.23-P1|HESX1_+_57233946.23-P1	HESX1	1160	966	346	1140	1912	580	772	576	790
non-targeting_01532|non-targeting_02599++non-targeting_01532|non-targeting_02599	non-targeting	320	406	178	314	556	254	246	262	252
POGK_-_166808764.23-P1P2|POGK_+_166808705.23-P1P2++POGK_-_166808764.23-P1P2|POGK_+_166808705.23-P1P2	POGK	1206	1002	700	1030	2288	800	710	802	646
RGS8_-_182653649.23-P1|RGS8_+_182653636.23-P1++RGS8_-_182653649.23-P1|RGS8_+_182653636.23-P1	RGS8	588	512	266	494	738	392	468	326	300
DNAJC5_+_62526524.23-P1P2|DNAJC5_+_62526709.23-P1P2++DNAJC5_+_62526524.23-P1P2|DNAJC5_+_62526709.23-P1P2	DNAJC5	5812	4676	2324	5732	9368	3950	4364	3366	3204
CERKL_-_182545320.23-P2|CERKL_+_182545306.23-P2++CERKL_-_182545320.23-P2|CERKL_+_182545306.23-P2	CERKL	1402	1176	502	1240	2676	1032	872	690	840
NOB1_+_69788742.23-P1P2|NOB1_+_69788621.23-P1P2++NOB1_+_69788742.23-P1P2|NOB1_+_69788621.23-P1P2	NOB1	52	42	172	30	642	46	28	264	40
ORC4_+_148778281.23-P1P2|ORC4_+_148778242.23-P1P2++ORC4_+_148778281.23-P1P2|ORC4_+_148778242.23-P1P2	ORC4	206	172	362	240	1552	144	174	524	104
RASA4_+_102257144.23-ENST00000262940.7,ENST00000449970.2|RASA4_+_102257208.23-ENST00000262940.7,ENST00000449970.2++RASA4_+_102257144.23-ENST00000262940.7,ENST00000449970.2|RASA4_+_102257208.23-ENST00000262940.7,ENST00000449970.2	RASA4	6444	4876	2160	5490	8966	3606	4252	3206	3520
TMSB15B_-_103217239.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1|TMSB15B_-_103217225.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1++TMSB15B_-_103217239.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1|TMSB15B_-_103217225.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1	TMSB15B	886	632	306	816	1630	488	806	518	466
SIX5_-_46272450.23-P1P2|SIX5_+_46272545.23-P1P2++SIX5_-_46272450.23-P1P2|SIX5_+_46272545.23-P1P2	SIX5	2010	1476	738	2022	2740	1288	1356	938	1228
XRCC6_+_42017343.23-P1P2|XRCC6_+_42017336.23-P1P2++XRCC6_+_42017343.23-P1P2|XRCC6_+_42017336.23-P1P2	XRCC6	8	22	188	12	992	12	8	276	14
TNFRSF13B_-_16875396.23-P1P2|TNFRSF13B_-_16875350.23-P1P2++TNFRSF13B_-_16875396.23-P1P2|TNFRSF13B_-_16875350.23-P1P2	TNFRSF13B	996	752	324	1094	1256	682	774	424	668
TMEM18_+_677210.23-P1P2|TMEM18_+_677250.23-P1P2++TMEM18_+_677210.23-P1P2|TMEM18_+_677250.23-P1P2	TMEM18	1508	1194	586	1186	2170	1098	1164	678	792
NXPH4_-_57610610.23-P1|NXPH4_-_57610818.23-P1++NXPH4_-_57610610.23-P1|NXPH4_-_57610818.23-P1	NXPH4	1542	1232	528	1216	1916	826	994	686	774
ESRP1_-_95653428.23-P1P2|ESRP1_+_95653397.23-P1P2++ESRP1_-_95653428.23-P1P2|ESRP1_+_95653397.23-P1P2	ESRP1	486	426	172	368	852	210	322	210	308
SLC33A1_+_155571741.23-P1P2|SLC33A1_+_155571804.23-P1P2++SLC33A1_+_155571741.23-P1P2|SLC33A1_+_155571804.23-P1P2	SLC33A1	614	810	550	604	2386	624	546	844	448
SLC39A9_+_69865454.23-P1P2|SLC39A9_-_69865448.23-P1P2++SLC39A9_+_69865454.23-P1P2|SLC39A9_-_69865448.23-P1P2	SLC39A9	1938	1476	722	1830	2990	1090	1228	1088	1204
MRPS28_+_80942452.23-P1P2|MRPS28_-_80942263.23-P1P2++MRPS28_+_80942452.23-P1P2|MRPS28_-_80942263.23-P1P2	MRPS28	252	182	326	208	1622	268	144	404	146
PTPN1_-_49126945.23-P1P2|PTPN1_+_49127138.23-P1P2++PTPN1_-_49126945.23-P1P2|PTPN1_+_49127138.23-P1P2	PTPN1	2004	1824	902	2230	3256	1582	1760	1414	1562
TSPAN4_+_842855.23-P1|TSPAN4_+_843217.23-P1++TSPAN4_+_842855.23-P1|TSPAN4_+_843217.23-P1	TSPAN4	1852	1232	578	1376	2530	1054	1128	934	988
C21orf2_-_45759242.23-P1P2|C21orf2_+_45759062.23-P1P2++C21orf2_-_45759242.23-P1P2|C21orf2_+_45759062.23-P1P2	C21orf2	2138	1616	698	1928	3144	1256	1506	1110	1282
GSC2_-_19137766.23-P1P2|GSC2_-_19137734.23-P1P2++GSC2_-_19137766.23-P1P2|GSC2_-_19137734.23-P1P2	GSC2	858	870	344	1086	1280	618	752	536	698
GPATCH2_-_217804380.23-P1P2|GPATCH2_+_217804348.23-P1P2++GPATCH2_-_217804380.23-P1P2|GPATCH2_+_217804348.23-P1P2	GPATCH2	232	214	84	256	650	168	228	168	124
AUP1_+_74756789.23-P1P2|AUP1_+_74756806.23-P1P2++AUP1_+_74756789.23-P1P2|AUP1_+_74756806.23-P1P2	AUP1	1670	1698	536	1714	2700	1104	1372	1032	1162
HDHD1_-_7065953.23-P1P2|HDHD1_-_7066179.23-P1P2++HDHD1_-_7065953.23-P1P2|HDHD1_-_7066179.23-P1P2	HDHD1	1148	942	612	972	1850	788	806	736	616
ZC3H4_-_47615493.23-P1|ZC3H4_-_47615449.23-P1++ZC3H4_-_47615493.23-P1|ZC3H4_-_47615449.23-P1	ZC3H4	262	328	492	256	2376	198	308	790	210
VN1R2_-_53761936.23-ENST00000341702.3|VN1R2_+_53762017.23-ENST00000341702.3++VN1R2_-_53761936.23-ENST00000341702.3|VN1R2_+_53762017.23-ENST00000341702.3	VN1R2	1148	926	376	1058	1462	616	756	484	476
ZNF445_-_44518960.23-P1P2|ZNF445_+_44519147.23-P1P2++ZNF445_-_44518960.23-P1P2|ZNF445_+_44519147.23-P1P2	ZNF445	7120	6144	2336	7188	9420	4920	5256	3246	4670
LRBA_-_151936334.23-P1P2|LRBA_+_151936206.23-P1P2++LRBA_-_151936334.23-P1P2|LRBA_+_151936206.23-P1P2	LRBA	2002	1462	700	1560	2756	1046	1574	846	1046
PLD2_-_4711185.23-P1P2|PLD2_-_4710520.23-P1P2++PLD2_-_4711185.23-P1P2|PLD2_-_4710520.23-P1P2	PLD2	1760	1336	604	1698	2900	1114	1302	964	1048
non-targeting_00692|non-targeting_03256++non-targeting_00692|non-targeting_03256	non-targeting	624	736	488	726	2146	704	566	726	586
CDKL2_+_76555663.23-P1P2|CDKL2_-_76555682.23-P1P2++CDKL2_+_76555663.23-P1P2|CDKL2_-_76555682.23-P1P2	CDKL2	184	132	12	92	190	56	52	108	60
F7_-_113760133.23-P1P2|F7_-_113760127.23-P1P2++F7_-_113760133.23-P1P2|F7_-_113760127.23-P1P2	F7	1350	978	488	1016	1644	778	1014	568	750
IQCD_+_113658838.23-P1P2|IQCD_+_113658829.23-P1P2++IQCD_+_113658838.23-P1P2|IQCD_+_113658829.23-P1P2	IQCD	298	424	368	464	1614	388	382	624	258
ATP2B2_+_10749772.23-P2|ATP2B2_+_10749781.23-P2++ATP2B2_+_10749772.23-P2|ATP2B2_+_10749781.23-P2	ATP2B2	1104	904	454	1192	2156	890	1030	706	718
FCN3_-_27701328.23-P1P2|FCN3_+_27701294.23-P1P2++FCN3_-_27701328.23-P1P2|FCN3_+_27701294.23-P1P2	FCN3	478	486	204	618	1060	344	330	330	432
DEAF1_+_695040.23-P1P2|DEAF1_+_695034.23-P1P2++DEAF1_+_695040.23-P1P2|DEAF1_+_695034.23-P1P2	DEAF1	714	398	302	458	996	452	398	304	358
ANKRD12_-_9136808.23-P1P2|ANKRD12_+_9137050.23-P1P2++ANKRD12_-_9136808.23-P1P2|ANKRD12_+_9137050.23-P1P2	ANKRD12	248	156	606	230	2300	168	124	700	150
ZNF611_+_53238252.23-P1P2|ZNF611_+_53238202.23-P1P2++ZNF611_+_53238252.23-P1P2|ZNF611_+_53238202.23-P1P2	ZNF611	606	606	240	606	1290	540	572	406	512
GPD1_-_50497793.23-P1P2|GPD1_-_50497931.23-P1P2++GPD1_-_50497793.23-P1P2|GPD1_-_50497931.23-P1P2	GPD1	2280	1702	822	1966	3072	1696	1642	1234	996
GPR173_+_53077997.23-P1P2|GPR173_+_53077971.23-P1P2++GPR173_+_53077997.23-P1P2|GPR173_+_53077971.23-P1P2	GPR173	2454	1740	806	2174	3424	1594	1826	1144	1046
AVP_+_3065172.23-P1P2|AVP_-_3065300.23-P1P2++AVP_+_3065172.23-P1P2|AVP_-_3065300.23-P1P2	AVP	1696	1238	486	1228	2120	860	1266	644	908
FLG_-_152297722.23-P1P2|FLG_+_152297695.23-P1P2++FLG_-_152297722.23-P1P2|FLG_+_152297695.23-P1P2	FLG	1224	758	364	918	1226	718	786	456	582
SAMD13_+_84767375.23-P2|SAMD13_+_84768814.23-P2++SAMD13_+_84767375.23-P2|SAMD13_+_84768814.23-P2	SAMD13	502	372	222	418	752	298	444	204	332
C7orf72_+_50135482.23-P1P2|C7orf72_-_50135498.23-P1P2++C7orf72_+_50135482.23-P1P2|C7orf72_-_50135498.23-P1P2	C7orf72	250	156	54	210	280	52	178	96	122
MVK_-_110011650.23-P1P2|MVK_-_110011647.23-P1P2++MVK_-_110011650.23-P1P2|MVK_-_110011647.23-P1P2	MVK	2470	1940	1810	2512	7872	1764	1950	2332	1546
ZG16B_-_2880324.23-P1P2|ZG16B_-_2880374.23-P1P2++ZG16B_-_2880324.23-P1P2|ZG16B_-_2880374.23-P1P2	ZG16B	1344	1314	814	1502	2960	1050	1240	978	898
AGO4_+_36273634.23-P1P2|AGO4_+_36273598.23-P1P2++AGO4_+_36273634.23-P1P2|AGO4_+_36273598.23-P1P2	AGO4	2398	1514	740	2428	3456	1600	1756	1026	1442
UBE2E3_+_181845327.23-P1P2|UBE2E3_+_181845565.23-P1P2++UBE2E3_+_181845327.23-P1P2|UBE2E3_+_181845565.23-P1P2	UBE2E3	1486	972	526	1154	2050	1016	880	684	896
KIAA0922_-_154387509.23-P1P2|KIAA0922_+_154387678.23-P1P2++KIAA0922_-_154387509.23-P1P2|KIAA0922_+_154387678.23-P1P2	KIAA0922	2152	1504	678	1660	2912	1384	1368	1042	1100
TIMP1_-_47444682.23-P2|TIMP1_-_47444695.23-P2++TIMP1_-_47444682.23-P2|TIMP1_-_47444695.23-P2	TIMP1	1358	992	434	1324	2092	772	870	594	734
TRH_+_129693624.23-P1P2|TRH_+_129693638.23-P1P2++TRH_+_129693624.23-P1P2|TRH_+_129693638.23-P1P2	TRH	1744	996	498	1308	2322	896	1104	774	926
non-targeting_02314|non-targeting_02526++non-targeting_02314|non-targeting_02526	non-targeting	2446	1606	752	1790	2890	1216	1702	1110	1190
VPREB3_-_24096558.23-P1P2|VPREB3_-_24096526.23-P1P2++VPREB3_-_24096558.23-P1P2|VPREB3_-_24096526.23-P1P2	VPREB3	1520	1096	592	1274	2436	1086	1218	830	1016
GMNN_+_24775246.23-P1P2|GMNN_-_24775212.23-P1P2++GMNN_+_24775246.23-P1P2|GMNN_-_24775212.23-P1P2	GMNN	26	14	214	12	880	22	22	292	30
ZNF257_+_22235534.23-P1P2|ZNF257_+_22235548.23-P1P2++ZNF257_+_22235534.23-P1P2|ZNF257_+_22235548.23-P1P2	ZNF257	498	642	250	548	940	390	498	360	272
C7orf65_-_47694868.23-ENST00000408988.2|C7orf65_-_47694875.23-ENST00000408988.2++C7orf65_-_47694868.23-ENST00000408988.2|C7orf65_-_47694875.23-ENST00000408988.2	C7orf65	686	640	242	634	912	392	426	360	346
C15orf27_+_76352406.23-P1P2|C15orf27_+_76352398.23-P1P2++C15orf27_+_76352406.23-P1P2|C15orf27_+_76352398.23-P1P2	C15orf27	1248	902	450	1182	1860	694	762	532	590
RGPD1_-_87141103.23-ENST00000398193.3|RGPD1_-_87141310.23-ENST00000398193.3++RGPD1_-_87141103.23-ENST00000398193.3|RGPD1_-_87141310.23-ENST00000398193.3	RGPD1	6654	5434	2958	6784	10952	4622	5436	3996	4062
RNF152_-_59561421.23-P2|RNF152_-_59561418.23-P2++RNF152_-_59561421.23-P2|RNF152_-_59561418.23-P2	RNF152	1280	920	472	1018	1786	910	824	574	560
SCAND3_+_28555053.23-P1P2|SCAND3_-_28555018.23-P1P2++SCAND3_+_28555053.23-P1P2|SCAND3_-_28555018.23-P1P2	SCAND3	994	818	448	1022	1648	710	742	590	672
NTRK2_-_87284924.23-P1P2|NTRK2_+_87284740.23-P1P2++NTRK2_-_87284924.23-P1P2|NTRK2_+_87284740.23-P1P2	NTRK2	2126	1362	762	2138	3418	1454	1492	1120	1208
SDPR_-_192711776.23-P1P2|SDPR_-_192711792.23-P1P2++SDPR_-_192711776.23-P1P2|SDPR_-_192711792.23-P1P2	SDPR	1692	1512	500	1546	2562	1202	1318	996	852
FPR3_+_52298642.23-P1P2|FPR3_+_52298668.23-P1P2++FPR3_+_52298642.23-P1P2|FPR3_+_52298668.23-P1P2	FPR3	630	630	224	524	892	420	432	274	356
EXOC3L4_-_103570545.23-P1P2|EXOC3L4_-_103570899.23-P1P2++EXOC3L4_-_103570545.23-P1P2|EXOC3L4_-_103570899.23-P1P2	EXOC3L4	74	118	970	132	3586	118	72	1438	74
SERPINA5_+_95047767.23-P1|SERPINA5_-_95047820.23-P1++SERPINA5_+_95047767.23-P1|SERPINA5_-_95047820.23-P1	SERPINA5	1194	928	410	1078	1456	576	618	652	618
GPR158_+_25463755.23-P1P2|GPR158_-_25463932.23-P1P2++GPR158_+_25463755.23-P1P2|GPR158_-_25463932.23-P1P2	GPR158	1830	1798	656	1742	2696	1050	1330	1002	1136
GLYATL3_-_49467661.23-P1P2|GLYATL3_+_49467726.23-P1P2++GLYATL3_-_49467661.23-P1P2|GLYATL3_+_49467726.23-P1P2	GLYATL3	992	752	350	1000	1400	710	738	478	672
TMEM8C_-_136393679.23-P2|TMEM8C_-_136393532.23-P2++TMEM8C_-_136393679.23-P2|TMEM8C_-_136393532.23-P2	TMEM8C	1518	1160	534	1184	1964	656	1322	816	758
SMC2_-_106856631.23-P1P2|SMC2_+_106856781.23-P1P2++SMC2_-_106856631.23-P1P2|SMC2_+_106856781.23-P1P2	SMC2	70	18	364	36	1422	26	22	404	28
TMEM160_-_47551831.23-P1P2|TMEM160_+_47551864.23-P1P2++TMEM160_-_47551831.23-P1P2|TMEM160_+_47551864.23-P1P2	TMEM160	3348	2428	986	2530	3790	1814	2224	1250	1644
SIGLEC11_-_50461600.23-P1P2|SIGLEC11_+_50461677.23-P1P2++SIGLEC11_-_50461600.23-P1P2|SIGLEC11_+_50461677.23-P1P2	SIGLEC11	1464	1184	448	1502	2624	1158	1182	762	884
PLK3_-_45266066.23-P1P2|PLK3_+_45266145.23-P1P2++PLK3_-_45266066.23-P1P2|PLK3_+_45266145.23-P1P2	PLK3	1636	1156	434	1082	1900	1158	1092	714	1004
RPL17_-_47018832.23-P1P2|RPL17_-_47018796.23-P1P2++RPL17_-_47018832.23-P1P2|RPL17_-_47018796.23-P1P2	RPL17	4	8	44	16	184	10	6	82	4
DOC2A_+_30022285.23-P1|DOC2A_-_30022327.23-P1++DOC2A_+_30022285.23-P1|DOC2A_-_30022327.23-P1	DOC2A	838	846	348	1076	1528	984	1050	484	644
SMTNL2_+_4487858.23-P1P2|SMTNL2_+_4487870.23-P1P2++SMTNL2_+_4487858.23-P1P2|SMTNL2_+_4487870.23-P1P2	SMTNL2	922	614	818	910	2936	706	752	834	412
CIITA_-_10971109.23-P1P2|CIITA_-_10971119.23-P1P2++CIITA_-_10971109.23-P1P2|CIITA_-_10971119.23-P1P2	CIITA	1258	978	486	1256	2342	1072	1096	748	802
BLK_+_11351913.23-P1P2|BLK_-_11351904.23-P1P2++BLK_+_11351913.23-P1P2|BLK_-_11351904.23-P1P2	BLK	1208	1154	666	1320	2168	1038	1040	714	810
MSANTD3_-_103189493.23-P1P2|MSANTD3_-_103189499.23-P1P2++MSANTD3_-_103189493.23-P1P2|MSANTD3_-_103189499.23-P1P2	MSANTD3	1766	1298	628	1848	2256	1014	1004	888	882
BMP2_+_6748354.23-P1|BMP2_+_6748351.23-P1++BMP2_+_6748354.23-P1|BMP2_+_6748351.23-P1	BMP2	3618	3268	1474	4276	5624	2680	2924	2094	2448
GABBR1_+_29600967.23-P2|GABBR1_+_29600388.23-P2++GABBR1_+_29600967.23-P2|GABBR1_+_29600388.23-P2	GABBR1	568	592	590	682	1946	536	446	730	278
STYX_-_53197144.23-P1P2|STYX_+_53197016.23-P1P2++STYX_-_53197144.23-P1P2|STYX_+_53197016.23-P1P2	STYX	1458	1220	668	1452	2854	914	1086	978	824
GTF2H2_+_70363453.23-ENST00000274400.5,ENST00000330280.7|GTF2H2_+_70363440.23-ENST00000274400.5,ENST00000330280.7++GTF2H2_+_70363453.23-ENST00000274400.5,ENST00000330280.7|GTF2H2_+_70363440.23-ENST00000274400.5,ENST00000330280.7	GTF2H2	204	78	498	72	2708	104	120	724	66
JOSD1_+_39096549.23-P1P2|JOSD1_+_39096518.23-P1P2++JOSD1_+_39096549.23-P1P2|JOSD1_+_39096518.23-P1P2	JOSD1	700	936	1204	1090	5616	876	960	1738	576
PPP1R10_-_30584296.23-P1P2|PPP1R10_-_30585037.23-P1P2++PPP1R10_-_30584296.23-P1P2|PPP1R10_-_30585037.23-P1P2	PPP1R10	152	30	124	68	536	52	70	210	32
KCNC2_+_75603136.23-P1P2|KCNC2_-_75603534.23-P1P2++KCNC2_+_75603136.23-P1P2|KCNC2_-_75603534.23-P1P2	KCNC2	1680	1468	788	1302	2966	1090	1056	1022	998
SALL1_-_51185174.23-P1P2|SALL1_+_51185143.23-P1P2++SALL1_-_51185174.23-P1P2|SALL1_+_51185143.23-P1P2	SALL1	522	636	258	680	908	542	468	388	496
ZSCAN31_-_28303865.23-P2|ZSCAN31_-_28303881.23-P2++ZSCAN31_-_28303865.23-P2|ZSCAN31_-_28303881.23-P2	ZSCAN31	816	668	300	750	1282	454	534	442	650
ZWINT_+_58120993.23-P1P2|ZWINT_-_58120962.23-P1P2++ZWINT_+_58120993.23-P1P2|ZWINT_-_58120962.23-P1P2	ZWINT	2	0	122	18	810	20	4	242	8
ACOT7_-_6453406.23-P1P2|ACOT7_-_6453369.23-P1P2++ACOT7_-_6453406.23-P1P2|ACOT7_-_6453369.23-P1P2	ACOT7	2274	1810	840	1796	3654	1334	1598	1144	1336
ZC2HC1B_-_144185679.23-P1P2|ZC2HC1B_-_144185685.23-P1P2++ZC2HC1B_-_144185679.23-P1P2|ZC2HC1B_-_144185685.23-P1P2	ZC2HC1B	680	440	234	538	930	382	448	348	428
EGLN1_-_231558017.23-P1P2|EGLN1_+_231557802.23-P1P2++EGLN1_-_231558017.23-P1P2|EGLN1_+_231557802.23-P1P2	EGLN1	2340	1796	924	2046	3786	1568	1758	1206	1412
non-targeting_01958|non-targeting_03465++non-targeting_01958|non-targeting_03465	non-targeting	574	472	176	552	868	366	560	302	432
HIST1H1C_-_26056624.23-P1P2|HIST1H1C_+_26056436.23-P1P2++HIST1H1C_-_26056624.23-P1P2|HIST1H1C_+_26056436.23-P1P2	HIST1H1C	2188	1822	660	2050	3192	1470	1454	1134	1530
PLBD2_-_113796412.23-P1P2|PLBD2_-_113796433.23-P1P2++PLBD2_-_113796412.23-P1P2|PLBD2_-_113796433.23-P1P2	PLBD2	1906	1308	716	1746	2724	1320	1280	906	1092
EMC2_+_109455869.23-P1P2|EMC2_-_109456069.23-P1P2++EMC2_+_109455869.23-P1P2|EMC2_-_109456069.23-P1P2	EMC2	808	1038	440	862	2324	764	522	578	616
SPATA16_+_172858974.23-P1P2|SPATA16_-_172859003.23-P1P2++SPATA16_+_172858974.23-P1P2|SPATA16_-_172859003.23-P1P2	SPATA16	452	286	158	308	692	368	268	248	310
GYPA_-_145061682.23-P1P2|GYPA_+_145061380.23-P1P2++GYPA_-_145061682.23-P1P2|GYPA_+_145061380.23-P1P2	GYPA	724	334	202	508	1086	396	514	336	320
PLD3_-_40854641.23-P2|PLD3_-_40854603.23-P2++PLD3_-_40854641.23-P2|PLD3_-_40854603.23-P2	PLD3	1592	1160	502	1074	2156	942	886	764	876
PTH2R_-_209271580.23-ENST00000272847.2|PTH2R_+_209271757.23-ENST00000272847.2++PTH2R_-_209271580.23-ENST00000272847.2|PTH2R_+_209271757.23-ENST00000272847.2	PTH2R	5482	3610	1620	4458	6962	3244	3172	2154	2772
NKAPL_+_28227152.23-P1P2|NKAPL_+_28227107.23-P1P2++NKAPL_+_28227152.23-P1P2|NKAPL_+_28227107.23-P1P2	NKAPL	1532	1212	538	1000	2304	876	1068	774	870
C1orf227_+_213020964.23-P1P2|C1orf227_+_213020982.23-P1P2++C1orf227_+_213020964.23-P1P2|C1orf227_+_213020982.23-P1P2	C1orf227	1268	974	494	1076	1936	900	1142	556	764
SLC22A13_+_38307311.23-P1P2|SLC22A13_-_38307354.23-P1P2++SLC22A13_+_38307311.23-P1P2|SLC22A13_-_38307354.23-P1P2	SLC22A13	1350	1238	490	1030	1740	866	944	696	794
BTBD19_-_45274253.23-P1P2|BTBD19_+_45274240.23-P1P2++BTBD19_-_45274253.23-P1P2|BTBD19_+_45274240.23-P1P2	BTBD19	438	514	188	318	936	312	478	310	286
ZBTB49_-_4292051.23-P1P2|ZBTB49_-_4292027.23-P1P2++ZBTB49_-_4292051.23-P1P2|ZBTB49_-_4292027.23-P1P2	ZBTB49	2460	1892	760	1882	3066	1446	1556	1008	940
HPN_+_35532707.23-P1|HPN_-_35532895.23-P1++HPN_+_35532707.23-P1|HPN_-_35532895.23-P1	HPN	720	678	376	786	1348	540	574	580	524
LIPE_+_42927775.23-P1|LIPE_+_42927778.23-P1++LIPE_+_42927775.23-P1|LIPE_+_42927778.23-P1	LIPE	878	632	324	832	1240	610	760	408	620
RNF19B_-_33430312.23-P1P2|RNF19B_+_33430385.23-P1P2++RNF19B_-_33430312.23-P1P2|RNF19B_+_33430385.23-P1P2	RNF19B	3312	2564	980	2868	3854	1932	2092	1526	1758
MPND_-_4343619.23-P1P2|MPND_-_4343572.23-P1P2++MPND_-_4343619.23-P1P2|MPND_-_4343572.23-P1P2	MPND	172	134	122	168	652	146	146	310	86
PATZ1_-_31739246.23-P2|PATZ1_+_31739094.23-P2++PATZ1_-_31739246.23-P2|PATZ1_+_31739094.23-P2	PATZ1	1420	1216	476	1350	2266	1158	1138	672	1006
non-targeting_01681|non-targeting_03130++non-targeting_01681|non-targeting_03130	non-targeting	1052	580	356	720	1002	544	830	420	456
RPL26L1_-_172386481.23-P1P2|RPL26L1_+_172386510.23-P1P2++RPL26L1_-_172386481.23-P1P2|RPL26L1_+_172386510.23-P1P2	RPL26L1	1344	1254	456	1312	2104	968	1146	626	836
NCOA4_+_51565254.23-P1P2|NCOA4_-_51565283.23-P1P2++NCOA4_+_51565254.23-P1P2|NCOA4_-_51565283.23-P1P2	NCOA4	1296	774	484	1068	1776	714	910	632	616
SAMD1_+_14201518.23-P1P2|SAMD1_+_14201337.23-P1P2++SAMD1_+_14201518.23-P1P2|SAMD1_+_14201337.23-P1P2	SAMD1	6068	4924	2352	5152	9232	4000	3902	3214	3542
UBE2K_-_39699796.23-P1P2|UBE2K_+_39699786.23-P1P2++UBE2K_-_39699796.23-P1P2|UBE2K_+_39699786.23-P1P2	UBE2K	1266	1126	450	1248	2422	898	832	596	834
CCM2_-_45039935.23-P1P2|CCM2_-_45039785.23-P1P2++CCM2_-_45039935.23-P1P2|CCM2_-_45039785.23-P1P2	CCM2	1694	1510	560	1886	3006	1086	1320	1216	1358
KCNS2_+_99439489.23-P1P2|KCNS2_+_99439501.23-P1P2++KCNS2_+_99439489.23-P1P2|KCNS2_+_99439501.23-P1P2	KCNS2	952	780	316	800	1172	480	524	430	608
OR13A1_+_45803237.23-ENST00000536058.1|OR13A1_-_45803264.23-ENST00000536058.1++OR13A1_+_45803237.23-ENST00000536058.1|OR13A1_-_45803264.23-ENST00000536058.1	OR13A1	780	490	232	590	1196	488	482	390	322
RSAD2_+_7006014.23-P2|RSAD2_-_7006050.23-P2++RSAD2_+_7006014.23-P2|RSAD2_-_7006050.23-P2	RSAD2	116	122	252	120	1104	92	138	400	106
C8orf37_+_96281410.23-P1P2|C8orf37_+_96281413.23-P1P2++C8orf37_+_96281410.23-P1P2|C8orf37_+_96281413.23-P1P2	C8orf37	1338	792	386	870	1714	696	764	382	574
FTO_-_53738082.23-P1P2|FTO_-_53738091.23-P1P2++FTO_-_53738082.23-P1P2|FTO_-_53738091.23-P1P2	FTO	1402	888	452	1046	2136	830	818	666	532
CETP_+_56995913.23-P1P2|CETP_+_56996058.23-P1P2++CETP_+_56995913.23-P1P2|CETP_+_56996058.23-P1P2	CETP	1220	902	472	1300	1764	774	696	562	656
BPIFA1_+_31825613.23-P2|BPIFA1_-_31825581.23-P2++BPIFA1_+_31825613.23-P2|BPIFA1_-_31825581.23-P2	BPIFA1	1666	1460	666	1778	2606	1158	1354	788	740
SH3D19_-_152147348.23-P2|SH3D19_-_152147564.23-P2++SH3D19_-_152147348.23-P2|SH3D19_-_152147564.23-P2	SH3D19	1170	1072	398	938	1614	686	912	626	600
MRPL4_+_10362971.23-P1P2|MRPL4_-_10363144.23-P1P2++MRPL4_+_10362971.23-P1P2|MRPL4_-_10363144.23-P1P2	MRPL4	302	298	396	322	1654	316	198	596	210
PAX4_+_127255721.23-ENST00000341640.2|PAX4_+_127255680.23-ENST00000341640.2++PAX4_+_127255721.23-ENST00000341640.2|PAX4_+_127255680.23-ENST00000341640.2	PAX4	1856	1468	706	1696	2746	1218	1290	854	1200
COPZ1_+_54695041.23-P2|COPZ1_+_54694980.23-P2++COPZ1_+_54695041.23-P2|COPZ1_+_54694980.23-P2	COPZ1	1518	1102	494	1170	2058	816	1076	680	848
RTCB_+_32808194.23-P1P2|RTCB_+_32808188.23-P1P2++RTCB_+_32808194.23-P1P2|RTCB_+_32808188.23-P1P2	RTCB	40	52	608	88	2652	50	54	1016	40
NME9_+_138048653.23-P1P2|NME9_+_138048666.23-P1P2++NME9_+_138048653.23-P1P2|NME9_+_138048666.23-P1P2	NME9	1390	1022	460	1496	1854	950	1006	658	728
